tempo,beats,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,file_name,label
114.79591836734694,776,0.4514619,0.27400213,2974.301329396024,3873.9042399538616,6780.676546391753,0.0470897934117268,-122.54232,132.64705,-3.439709,40.673065,-8.403009,30.552181,-7.627306,14.0737915,-5.04464,5.154897,-3.195675,4.166679,-1.089213,3.4763136,0.35529903,3.5184722,-0.011722072,4.0911427,1.0185877,4.839133,Myles Smith - Nice To Meet You (Official Video).wav,Trendy
125.0,625,0.40534046,0.28480116,2544.9303888014733,3469.6882653353555,5724.640601071976,0.04146260049770291,-111.79023,152.33662,-3.885413,37.110374,-13.588837,26.82667,-7.0578623,7.6484265,-4.362395,4.575346,-3.7507598,0.40122506,0.5220567,1.9593072,0.008255258,1.2467511,-1.1323858,-2.6011848,-3.053736,2.9324114,Myles Smith - Stargazing (Take My Heart Don’t Break It) - Visualiser.wav,Trendy
110.29411764705883,1061,0.41071388,0.17173308,2754.4368316477703,3536.5709863948937,6158.501466567946,0.04317433722638304,-178.5328,136.80154,-1.3720655,29.572557,-8.091667,11.707759,-21.251947,5.5024786,-4.3635483,-0.24639465,-2.347441,-1.7534573,-13.585096,-6.291971,-5.2158394,-3.0736341,-2.9965148,1.147383,-0.8228436,-0.77322924,Naeleck - All My Heroes ft. Sarah Rebecca.wav,Trendy
117.1875,847,0.38325348,0.20399576,2906.269217992219,3476.3715212260995,6037.480256230257,0.05671152204355329,-142.33049,139.08257,-17.594103,39.719746,-12.368147,26.025404,-16.656267,4.2025623,-3.942015,-2.788579,-2.0612597,-6.675749,-5.567313,-2.5098248,-1.9802965,-3.3342547,-3.783771,-4.363016,-4.0158625,-8.2517805,Noah Kahan - Stick Season (Lyric Video).wav,Trendy
140.625,360,0.35463527,0.18051904,2807.647142248272,3584.4133389128515,6482.226069953584,0.04763734050062132,-171.15251,137.3145,-7.5171685,33.63533,-15.102102,28.840204,-13.775181,9.950464,2.631814,-5.08995,1.8140694,5.616034,-11.726174,-7.3250237,-1.606556,-3.746775,3.1946983,-2.8372812,3.2402194,-4.979376,On The Wings Of Love - Kyla (Lyrics).wav,Trendy
140.625,689,0.4145097,0.23198132,2653.2943795914334,3250.8893870809566,5684.715801071552,0.04717019664923954,-130.7817,137.39174,-21.901493,33.81436,-17.246084,19.657276,-1.0897437,7.8277674,-2.2353072,3.0989664,-3.1679626,3.371619,-0.31042087,-1.0559374,-4.028761,-1.896587,-3.378352,0.37698737,-3.7954252,-0.968356,OneRepublic - I Ain’t Worried (From “Top Gun： Maverick”) [Official Music Video].wav,Trendy
140.625,656,0.37133405,0.25732657,2943.8459498259986,3617.4301986203964,6478.097904624277,0.049906533195643844,-111.87733,138.75966,-10.626843,37.649967,-16.907068,22.657043,-4.669201,7.559874,-3.421246,7.4465194,-3.5913374,1.7221797,-0.8359685,-0.48174608,-1.774567,-3.1678653,-1.8573551,2.2374094,-0.6607418,0.7891675,OneRepublic - Nobody (from Kaiju No. 8) [Official Music Video].wav,Trendy
112.5,821,0.5910165,0.24770132,2123.3266766422894,3063.252228744542,4534.337205730178,0.02682551039106627,-144.82797,162.01045,-15.779028,41.94313,-2.1833653,31.23774,-8.116536,12.50418,2.0483928,1.4760375,9.839675,5.019666,0.9308722,6.7889476,5.904664,-1.1214591,5.8275437,4.4675093,1.9069884,-1.6392595,Paris Paloma - LABOUR (the cacophony) [Official Lyric Video].wav,Trendy
119.68085106382979,711,0.53329146,0.2824981,3806.7499211905033,4245.18771977041,8622.564988452994,0.06043488205427093,-116.669205,111.4992,-4.1787367,48.026524,-5.5398936,30.396576,-16.763353,19.250473,1.7906013,4.0402646,5.277519,7.502794,-5.361469,4.792564,-5.012997,-1.1442202,-0.6767789,-2.9765038,-1.1318126,1.0451039,"Pharrell Williams, Miley Cyrus - Doctor (Work It Out) (Official Video).wav",Trendy
100.44642857142857,654,0.55603445,0.3243222,2503.2898277449012,3284.0428706411158,5559.419835379002,0.03864017059904904,-124.476845,145.37288,-3.673099,46.982876,-12.268317,21.763605,-10.655581,12.05187,0.81653345,0.008403583,5.915138,-3.4099965,2.540867,-1.0542747,-1.3190824,2.4084482,-1.797286,-1.4828578,0.42170632,-3.3514988,Post Malone - I Like You (A Happier Song) (Audio) ft. Doja Cat.wav,Trendy
